Date,Requests,DataSent
2009-04-17-14,19430826,381174580252
2009-04-17-15,19742322,383584788289
2009-04-17-16,19402574,372161930069
2009-04-17-17,18376000,351306499152
2009-04-17-18,18062404,343839448887
2009-04-17-19,18355422,345323512327
2009-04-17-20,18434084,341888052962
2009-04-17-21,17953076,324579511867
2009-04-17-22,16450550,293457752004
2009-04-17-23,14569277,258809207109
2009-04-18-00,13379878,236133326388
2009-04-18-01,12594896,224158747802
2009-04-18-02,12622577,225705333413
2009-04-18-03,12581400,227483294639
2009-04-18-04,12116190,217441828749
2009-04-18-05,10353580,193755905174
2009-04-18-06,10565324,193561263576
2009-04-18-07,10897589,196300136836
2009-04-18-08,11544691,203703793929
2009-04-18-09,12279602,214937283649
2009-04-18-10,13117190,223834219642
2009-04-18-11,13534736,228383192547
2009-04-18-12,14101726,242341795948
2009-04-18-13,15192123,259732626283
2009-04-18-14,16351565,280030852056
2009-04-18-15,17322001,297006532268
2009-04-18-16,17985073,308455442353
2009-04-18-17,17958875,306945572231
2009-04-18-18,17933774,304069906932
2009-04-18-19,17274593,293026747286
2009-04-18-20,17072085,287311540116
2009-04-18-21,16894124,285834659335
2009-04-18-22,15675290,269215120961
2009-04-18-23,14536619,248494922762
2009-04-19-00,13827656,237977900760
2009-04-19-01,12768153,225326452633
2009-04-19-02,12755712,227542640389
2009-04-19-03,12466711,222505477677
2009-04-19-04,12045552,216500234064
2009-04-19-05,11611703,210466575465
2009-04-19-06,11145894,202109081489
2009-04-19-07,11000837,195535781201
2009-04-19-08,11460870,200903528607
2009-04-19-09,12617092,220218867765
2009-04-19-10,13909272,236919704352
2009-04-19-11,14638330,244290265748
2009-04-19-12,15704916,265127498861
2009-04-19-13,16587316,279201734587
2009-04-19-14,17710390,298515628426
2009-04-19-15,18870133,319156466268
2009-04-19-16,19645496,331362006491
2009-04-19-17,20089659,339280594656
2009-04-19-18,20399280,341264998431
2009-04-19-19,20432830,343219321388
2009-04-19-20,20016944,336190186639
2009-04-19-21,19068624,326092470089
2009-04-19-22,17057893,298025020273
2009-04-19-23,14945447,269218483722
2009-04-20-00,13492952,249290686455
2009-04-20-01,12443014,239009532327
2009-04-20-02,12499509,238792344954
2009-04-20-03,12324131,239404265115
2009-04-20-04,12204679,244703807610
2009-04-20-05,12314651,246180191102
2009-04-20-06,12601755,255505403415
2009-04-20-07,13123802,271268556017
2009-04-20-08,14047625,294270665409
2009-04-20-09,15137681,321325958318
2009-04-20-10,15519153,324688887312
2009-04-20-11,15587550,326407887426
2009-04-20-12,16998482,354280780062
2009-04-20-13,19341733,401127926434
2009-04-20-14,20515620,422348558869
2009-04-20-15,20771947,416027941392
2009-04-20-16,20873895,405366915854
2009-04-20-17,20705229,394828777065
2009-04-20-18,21165482,398079853712
2009-04-20-19,21462501,403241050026
2009-04-20-20,21310738,397607008518
2009-04-20-21,20209710,376875950980
2009-04-20-22,17945585,336075215114
2009-04-20-23,14659533,277315495572
2009-04-21-00,13749796,262812095473
2009-04-21-01,12383621,244854772251
2009-04-21-02,11734067,236940458448
2009-04-21-03,11708427,240637289778
2009-04-21-04,11846818,253143919042
2009-04-21-05,11860124,253105760414
2009-04-21-06,11766627,254778120690
2009-04-21-07,13184602,281682906706
2009-04-21-08,14381068,307812529126
2009-04-21-09,15395873,339088148063
2009-04-21-10,15818755,344007374640
2009-04-21-11,15717587,337311275134
2009-04-21-12,16865152,359739191609
2009-04-21-13,19070130,405387687373
2009-04-21-14,20479711,434640183304
2009-04-21-15,20665708,420177987767
2009-04-21-16,20657619,405497054289
2009-04-21-17,20511976,392244150550
2009-04-21-18,20592205,388553123246
2009-04-21-19,19601468,369082950795
2009-04-21-20,19814873,365646103024
2009-04-21-21,19556921,356155671252
2009-04-21-22,17441392,317373711415
2009-04-21-23,15138847,279868202519
2009-04-22-00,13655398,259230222252
2009-04-22-01,12642136,246420762722
2009-04-22-02,12255040,240105274401
2009-04-22-03,12156246,240520530045
2009-04-22-04,11369301,239676985147
2009-04-22-05,11429549,239809723800
2009-04-22-06,11530230,244631756717
2009-04-22-07,12284013,268496906054
2009-04-22-08,13327796,291773817469
2009-04-22-09,14240061,321703594499
2009-04-22-10,14556602,322308133392
2009-04-22-11,14502579,321048724634
2009-04-22-12,15937731,346059551267
2009-04-22-13,18962382,398246825847
2009-04-22-14,20202048,422589640567
2009-04-22-15,20289002,409021384796
2009-04-22-16,20099092,393088240171
2009-04-22-17,19816581,383840802588
2009-04-22-18,19770500,374706759496
2009-04-22-19,20061947,377167548137
2009-04-22-20,20081250,369896066467
2009-04-22-21,18920783,346074776784
2009-04-22-22,16990335,312170511212
2009-04-22-23,14853233,273277559892
2009-04-23-00,13726366,258233251748
2009-04-23-01,12714493,249545978049
2009-04-23-02,12371658,244063139159
2009-04-23-03,12262198,244693626200
2009-04-23-04,12433649,248652536485
2009-04-23-05,12382246,249157357968
2009-04-23-06,12345982,253262009624
2009-04-23-07,13163194,276200774869
2009-04-23-08,14028959,299071645944
2009-04-23-09,15329049,328921864355
2009-04-23-10,14725454,324851417296
2009-04-23-11,14708139,323140516729
2009-04-23-12,15921924,346358863518
2009-04-23-13,18085395,393110092606
2009-04-23-14,19262673,417369866153
2009-04-23-15,19299490,403668869219
2009-04-23-16,19297130,390898759460
2009-04-23-17,19090164,377284846337
2009-04-23-18,19155052,374460071813
2009-04-23-19,19301477,373730472995
2009-04-23-20,19293327,362190169152
2009-04-23-21,18768690,344335975988
2009-04-23-22,16822746,306890036749
2009-04-23-23,14514588,266973929856
2009-04-24-00,13207071,249637879222
2009-04-24-01,12371279,239659859290
2009-04-24-02,11983468,236544621957
2009-04-24-03,11910166,237916057626
2009-04-24-04,11851226,241807386684
2009-04-24-05,11833428,240251154375
2009-04-24-06,11657007,238376370806
2009-04-24-07,12628503,262548018646
2009-04-24-08,13595912,283127862592
2009-04-24-09,14536203,310582290725
2009-04-24-10,14874153,314086908078
2009-04-24-11,14783041,311875381584
2009-04-24-12,15391499,327582518538
2009-04-24-13,16954432,356710834265
2009-04-24-14,18311797,387758389014
2009-04-24-15,18188152,370222399996
2009-04-24-16,18032672,356068914966
2009-04-24-17,17621306,342597133766
2009-04-24-18,17492101,336952340106
2009-04-24-19,17235376,338520321669
2009-04-24-20,17584295,333732178309
2009-04-24-21,17049854,318907975537
2009-04-24-22,15482150,287892109463
2009-04-24-23,13971488,258412611374
2009-04-25-00,12962457,236890142306
2009-04-25-01,12148582,225079864485
2009-04-25-02,11867830,220276807811
2009-04-25-03,11617903,216174733669
2009-04-25-04,11523460,215853645004
2009-04-25-05,11078306,207727466194
2009-04-25-06,10667474,200613247890
2009-04-25-07,10706697,202397242904
2009-04-25-08,11439562,209736187284
2009-04-25-09,12139714,220364239498
2009-04-25-10,12772409,229442380499
2009-04-25-11,13028476,231463904681
2009-04-25-12,13482600,241892688812
2009-04-25-13,14698112,261102185151
2009-04-25-14,15799732,278449049777
2009-04-25-15,16756865,296099179423
2009-04-25-16,17331215,306191483255
2009-04-25-17,17579249,309460311075
2009-04-25-18,17467469,306142353791
2009-04-25-19,17061754,300648874727
2009-04-25-20,17179500,296260180033
2009-04-25-21,17049089,294069798472
2009-04-25-22,15563967,274234464769
2009-04-25-23,14114746,254451728789
2009-04-26-00,12935838,237427330348
2009-04-26-01,12313287,230748521234
2009-04-26-02,12699070,233067388083
2009-04-26-03,12575268,231325084763
2009-04-26-04,12142004,227248349113
2009-04-26-05,11628454,216818284570
2009-04-26-06,10877057,203993424649
2009-04-26-07,11034587,203815137165
2009-04-26-08,11762716,212154738114
2009-04-26-09,13075091,230876225471
2009-04-26-10,14189777,245125117302
2009-04-26-11,15071120,256993424688
2009-04-26-12,15613522,270446094494
2009-04-26-13,16379158,283569312083
2009-04-26-14,17715473,307156841034
2009-04-26-15,18930109,328530008415
2009-04-26-16,19874769,343560947573
2009-04-26-17,20345466,350686225123
2009-04-26-18,20627567,355049725172
2009-04-26-19,20784804,356979327546
2009-04-26-20,20786888,356445954750
2009-04-26-21,19897642,344809838303
2009-04-26-22,17898784,315355406506
2009-04-26-23,15497482,280700877055
2009-04-27-00,14722280,268764351580
2009-04-27-01,13366295,259519736023
2009-04-27-02,12327905,251829734450
2009-04-27-03,12226604,253950191111
2009-04-27-04,12119087,258783161212
2009-04-27-05,12642723,260175018009
2009-04-27-06,13172805,271110443352
2009-04-27-07,13857034,293366166097
2009-04-27-08,14882405,316584826695
2009-04-27-09,15930430,345665239865
2009-04-27-10,16412288,352066105892
2009-04-27-11,16591983,355246073023
2009-04-27-12,17797439,379484080311
2009-04-27-13,20189327,428999257014
2009-04-27-14,21457742,453700487007
2009-04-27-15,21636604,440300880483
2009-04-27-16,21338058,419384993316
2009-04-27-17,21335547,412893626986
2009-04-27-18,21629980,413742492508
2009-04-27-19,21629393,409234079009
2009-04-27-20,21626554,399585805784
2009-04-27-21,20604474,381477079227
2009-04-27-22,18253816,341251797079
2009-04-27-23,15467191,295487021634
2009-04-28-00,14417256,274556748380
2009-04-28-01,13525537,263516769001
2009-04-28-02,12933116,256644838744
2009-04-28-03,13014565,261913377373
2009-04-28-04,12518765,262689357426
2009-04-28-05,12066799,260023768651
2009-04-28-06,11839978,257515693014
2009-04-28-07,12711154,281701134524
2009-04-28-08,13650442,301754774679
2009-04-28-09,14701690,331609704504
2009-04-28-10,14892415,333393609513
2009-04-28-11,15727861,344257221631
2009-04-28-12,17218629,371644928096
2009-04-28-13,19422639,416774002221
2009-04-28-14,20959319,447620291960
2009-04-28-15,21249395,436985322286
2009-04-28-16,21353195,424271811517
2009-04-28-17,21033166,409672666442
2009-04-28-18,21151409,403204790404
2009-04-28-19,21226178,403837307898
2009-04-28-20,20844443,392157492889
2009-04-28-21,19906837,373894169348
2009-04-28-22,18938138,348497424328
2009-04-28-23,15596476,291546047904
2009-04-29-00,14242888,269340970927
2009-04-29-01,13347978,256601975743
2009-04-29-02,12942129,250092833475
2009-04-29-03,13044223,252440387062
2009-04-29-04,12667997,248414862551
2009-04-29-05,12703660,252382649776
2009-04-29-06,12536476,247648030615
2009-04-29-07,13287568,273296662880
2009-04-29-08,13582418,287988984050
2009-04-29-09,14358454,318872994172
2009-04-29-10,14748020,324592162717
2009-04-29-11,14825002,328479481063
2009-04-29-12,16228409,356676072501
2009-04-29-13,18755563,406376605403
2009-04-29-14,20103423,433259112838
2009-04-29-15,20302153,423117231900
2009-04-29-16,20287436,413214164769
2009-04-29-17,19992533,398781115157
2009-04-29-18,20063790,396409650579
2009-04-29-19,19945009,390575442688
2009-04-29-20,19840015,376847491824
2009-04-29-21,19288948,363004197626
2009-04-29-22,17571641,329020623393
2009-04-29-23,15359673,292021150162
2009-04-30-00,14151777,274772533365
2009-04-30-01,13268143,265129466183
2009-04-30-02,12783150,259022653634
2009-04-30-03,12834776,261455524177
2009-04-30-04,12671372,263063558547
2009-04-30-05,12673761,259700317211
2009-04-30-06,12544971,258757854963
2009-04-30-07,13280701,279148521277
2009-04-30-08,13915666,295028645305
2009-04-30-09,14731810,314051016167
2009-04-30-10,15060109,320479249181
2009-04-30-11,14979137,320165729772
2009-04-30-12,15826229,340906731501
2009-04-30-13,17662117,382190890609
2009-04-30-14,19062843,414685361162
2009-04-30-15,18968645,400444942438
2009-04-30-16,18756586,383141635747
2009-04-30-17,18162770,365040077302
2009-04-30-18,18056311,364500175925
2009-04-30-19,17871740,358168002339
2009-04-30-20,17813842,350964949462
2009-04-30-21,17557058,342263690166
2009-04-30-22,16326668,314120202703
2009-04-30-23,14601701,282807763643
2009-05-01-00,13359720,267780319820
2009-05-01-01,12471116,255369552829
2009-05-01-02,12784365,251141481263
2009-05-01-03,12463968,251655456983
2009-05-01-04,12340089,250151812205
2009-05-01-05,11704549,235104637944
2009-05-01-06,10941321,217341166922
2009-05-01-07,11008944,214134784340
2009-05-01-08,11747210,226309729099
2009-05-01-09,12739077,251359133761
2009-05-01-10,13577124,260555005754
2009-05-01-11,13828526,263305697060
2009-05-01-12,14476326,279440238281
2009-05-01-13,15943011,314158850533
2009-05-01-14,17636995,360516379299
2009-05-01-15,18189088,362553830094
2009-05-01-16,18347788,358035127989
2009-05-01-17,18236974,351958251573
2009-05-01-18,18284757,353061942691
2009-05-01-19,18211074,349164576117
2009-05-01-20,18411110,341679101553
2009-05-01-21,18262142,334273060097
2009-05-01-22,16754278,301914679349
2009-05-01-23,14742170,264706026838
2009-05-02-00,13996101,246303311039
2009-05-02-01,12268202,227103113091
2009-05-02-02,11631431,221144097134
2009-05-02-03,11572619,220093002582
2009-05-02-04,11371277,214339590751
2009-05-02-05,10903167,202556663830
2009-05-02-06,10420864,194658273841
2009-05-02-07,10289238,190458037549
2009-05-02-08,10846849,197971745912
2009-05-02-09,11613673,210548412757
2009-05-02-10,12418319,219495312253
2009-05-02-11,12627730,220464632471
2009-05-02-12,13256854,232707530653
2009-05-02-13,14427470,253687321981
2009-05-02-14,15446067,270947982025
2009-05-02-15,16388588,292616414905
2009-05-02-16,16993330,303343034620
2009-05-02-17,17213427,304253441603
2009-05-02-18,17166760,303099981260
2009-05-02-19,16813785,296043218503
2009-05-02-20,16763843,291897987949
2009-05-02-21,16796471,292891525247
2009-05-02-22,15949582,279187437777
2009-05-02-23,14515091,258076326912
2009-05-03-00,13295486,241270355984
2009-05-03-01,12462696,230342250580
2009-05-03-02,11865184,226451704533
2009-05-03-03,11575246,226910207078
2009-05-03-04,11251134,220669014897
2009-05-03-05,10837276,210358455629
2009-05-03-06,10989395,204659358441
2009-05-03-07,10619426,198648635413
2009-05-03-08,11210091,205081933107
2009-05-03-09,12500628,221978102310
2009-05-03-10,13558794,236873332077
2009-05-03-11,14110868,244020176699
2009-05-03-12,15008100,259277591799
2009-05-03-13,16002554,278329712320
2009-05-03-14,17399823,302490270577
2009-05-03-15,18583032,324665951087
2009-05-03-16,19520077,339797455044
2009-05-03-17,20047236,348424807545
2009-05-03-18,20428940,354639894733
2009-05-03-19,20492424,356350295496
2009-05-03-20,20309422,354396092852
2009-05-03-21,19572166,343960717397
2009-05-03-22,17673866,316510594349
2009-05-03-23,15849063,288583429092
2009-05-04-00,14465668,271915035628
2009-05-04-01,13473112,259680051328
2009-05-04-02,12906525,253524589806
2009-05-04-03,12565032,252361880245
2009-05-04-04,12165628,247767864854
2009-05-04-05,12068039,249237574594
2009-05-04-06,11905385,246059433523
2009-05-04-07,12366200,260963572775
2009-05-04-08,13478581,279433684122
2009-05-04-09,14651172,299023192647
2009-05-04-10,15467363,311863355623
2009-05-04-11,15848993,316241048938
2009-05-04-12,17358540,347461523338
2009-05-04-13,19752465,398125300288
2009-05-04-14,21186091,425297232735
2009-05-04-15,21770200,431556077806
2009-05-04-16,21803223,422133130853
2009-05-04-17,21396828,408420054167
2009-05-04-18,21981471,421995061486
2009-05-04-19,21903827,413936556034
2009-05-04-20,21764272,405605364597
2009-05-04-21,20565331,380521801671
2009-05-04-22,18332764,340284287141
2009-05-04-23,15788964,296600580846
2009-05-05-00,14170205,272436927097
2009-05-05-01,13219838,257058136634
2009-05-05-02,12657043,251156350741
2009-05-05-03,12518988,251958472615
2009-05-05-04,12343083,248802813546
2009-05-05-05,11985751,249764922028
2009-05-05-06,11834814,248157900931
2009-05-05-07,12510233,269597381216
2009-05-05-08,14056220,297726704819
2009-05-05-09,15021368,331927537120
2009-05-05-10,15356628,335708317703
2009-05-05-11,15903446,344935424441
2009-05-05-12,17543404,374301950358
2009-05-05-13,20122619,427583366261
2009-05-05-14,21468675,454858532759
2009-05-05-15,21912404,449544804431
2009-05-05-16,21957930,435328249355
2009-05-05-17,21475402,414879557986
2009-05-05-18,21665305,413654369254
2009-05-05-19,21270825,404202588514
2009-05-05-20,21093624,394238542989
2009-05-05-21,19949558,372316571458
2009-05-05-22,17826377,331293121207
2009-05-05-23,15003437,285338762764
2009-05-06-00,13639526,264528221296
2009-05-06-01,13036558,255499623267
2009-05-06-02,12614342,250713890129
2009-05-06-03,12630021,252251329022
2009-05-06-04,12533084,248013334533
2009-05-06-05,12633985,252440546562
2009-05-06-06,12732921,256028943149
2009-05-06-07,13282361,277256121199
2009-05-06-08,14188607,298273237193
2009-05-06-09,15382048,332851780265
2009-05-06-10,15640104,337582658275
2009-05-06-11,15736758,336927929649
2009-05-06-12,17884783,374686329687
2009-05-06-13,20318777,422170026671
2009-05-06-14,21483835,447757930973
2009-05-06-15,21736126,438588944416
2009-05-06-16,21529717,422872198840
2009-05-06-17,21085084,407399879833
2009-05-06-18,20982345,400108428517
2009-05-06-19,20855179,396587428085
2009-05-06-20,20453895,384230035712
2009-05-06-21,19032209,355186366676
2009-05-06-22,17424959,325045976540
2009-05-06-23,15168041,284714421886
2009-05-07-00,13732015,266079635311
2009-05-07-01,12955008,256308743238
2009-05-07-02,12509228,254652281877
2009-05-07-03,12551928,257075203230
2009-05-07-04,12379329,263020111012
2009-05-07-05,12304026,261096313830
2009-05-07-06,12177390,260944122951
2009-05-07-07,13098805,287441061319
2009-05-07-08,14073686,310445958008
2009-05-07-09,14610455,332275564706
2009-05-07-10,14440625,321753565458
2009-05-07-11,14748840,327322492962
2009-05-07-12,16042723,352457433873
2009-05-07-13,18724541,402017095601
2009-05-07-14,20360429,435518615679
2009-05-07-15,20579476,424106456521
2009-05-07-16,20447732,406951506532
2009-05-07-17,20262016,393210851800
2009-05-07-18,20414746,389410719773
2009-05-07-19,20423797,388266992595
2009-05-07-20,20221393,378914659156
2009-05-07-21,19192968,358417385032
2009-05-07-22,17383341,322453664819
2009-05-07-23,15180045,283957957545
2009-05-08-00,13905820,266591863634
2009-05-08-01,13055275,256905885154
2009-05-08-02,12630334,254641669134
2009-05-08-03,12633929,261151314817
2009-05-08-04,12412989,262416057843
2009-05-08-05,12480427,258917549597
2009-05-08-06,12336912,257872007921
2009-05-08-07,13060986,278005161828
2009-05-08-08,14148581,298376165657
2009-05-08-09,15040576,324789522600
2009-05-08-10,14735453,314305658381
2009-05-08-11,14787226,316110326748
2009-05-08-12,15833773,331556062805
2009-05-08-13,17757093,369985938936
2009-05-08-14,19245336,401399461017
2009-05-08-15,19174586,386771244577
2009-05-08-16,18803994,371950555116
2009-05-08-17,18371438,358661845039
2009-05-08-18,18211356,354139468574
2009-05-08-19,17825728,350275449240
2009-05-08-20,17846749,339944980066
2009-05-08-21,17558065,330257333251
2009-05-08-22,15827978,295329940568
2009-05-08-23,14022619,257687330879
2009-05-09-00,12967294,240804527901
2009-05-09-01,12240231,231102874162
2009-05-09-02,12019598,231266018459
2009-05-09-03,12094657,234942533105
2009-05-09-04,11671152,229186761231
2009-05-09-05,11101360,215991059607
2009-05-09-06,10779735,209549003823
2009-05-09-07,10701309,207375464172
2009-05-09-08,11264731,215748863825
2009-05-09-09,12223152,226679812332
2009-05-09-10,12821246,229398122472
2009-05-09-11,12995329,230207765005
2009-05-09-12,13759315,242918401426
2009-05-09-13,15077500,264749748991
2009-05-09-14,16211664,287037251443
2009-05-09-15,17358336,308195022523
2009-05-09-16,17850580,315702498362
2009-05-09-17,17894785,314509319549
2009-05-09-18,17642294,309750119812
2009-05-09-19,17446913,306267456081
2009-05-09-20,16816310,295841084632
2009-05-09-21,16365024,289603680905
2009-05-09-22,15320839,272410849558
2009-05-09-23,14494552,254496163225
2009-05-10-00,13274256,240438340234
2009-05-10-01,12467212,231390019620
2009-05-10-02,12442669,232798865861
2009-05-10-03,12280790,231514630620
2009-05-10-04,12079796,227686567912
2009-05-10-05,11694931,222570781261
2009-05-10-06,11306751,214744014950
2009-05-10-07,11203294,211190892096
2009-05-10-08,11832874,217665137296
2009-05-10-09,13090111,235670126274
2009-05-10-10,14100958,247253754412
2009-05-10-11,14469086,251057518937
2009-05-10-12,15330158,266838963266
2009-05-10-13,16266595,283224601441
2009-05-10-14,17352471,304584272159
2009-05-10-15,18609509,328379371748
2009-05-10-16,19295383,339515234896
2009-05-10-17,19621394,343298401118
2009-05-10-18,19925945,348396150904
2009-05-10-19,20044814,351434457993
2009-05-10-20,19769727,345736672116
2009-05-10-21,18872990,334261523819
2009-05-10-22,17233929,313865620072
2009-05-10-23,15373318,284711778266
2009-05-11-00,14990188,289605243320
2009-05-11-01,14863071,297511706780
2009-05-11-01,13123941,263014003654
2009-05-11-02,15246924,310638517905
2009-05-11-03,15201720,311621794149
2009-05-11-04,14226730,300405538269
2009-05-11-05,13198924,274987302478
2009-05-11-06,12718061,266639610262
2009-05-11-06,12719076,266656500973
2009-05-11-07,13505018,290168774450
2009-05-11-07,13508361,290237523319
2009-05-11-08,14522448,311436353756
2009-05-11-09,15623824,344008687804
2009-05-11-10,16018942,349530134145
2009-05-11-11,16112648,347643002617
2009-05-11-12,17645704,377072076676
2009-05-11-13,20000860,423659544660
2009-05-11-13,19977550,423174569238
2009-05-11-14,22424847,473301399543
2009-05-11-15,21769455,443494056926
2009-05-11-15,23458740,479859103510
2009-05-11-16,23420668,466996372662
2009-05-11-17,22981086,450480528106
2009-05-11-18,23427242,455130092805
2009-05-11-19,23463668,450375449625
2009-05-11-19,21758133,413384576249
2009-05-11-20,22906161,434311727186
2009-05-11-21,21861582,412891680755
2009-05-11-22,19413389,366147983556
2009-05-11-23,17495465,324835445446
2009-05-12-00,16398460,316372896358
2009-05-12-01,15933415,317607092595
2009-05-12-01,12670816,253102066590
2009-05-12-02,15773301,320626065283
2009-05-12-03,12321815,255776165603
2009-05-12-03,15286767,315796163258
2009-05-12-04,14113038,299277876330
2009-05-12-05,12903481,274218702723
2009-05-12-06,12620016,268435561543
2009-05-12-07,13500725,294187344342
2009-05-12-07,13498325,294133430280
2009-05-12-08,14933388,324462364013
2009-05-12-09,15888753,354844963300
2009-05-12-10,16031540,354359120493
2009-05-12-11,16214364,354061126888
2009-05-12-12,17864415,384028395071
2009-05-12-13,20184727,430944989909
2009-05-12-14,22510548,474726127436
2009-05-12-15,23528921,482461905561
2009-05-12-16,23514091,467590146131
2009-05-12-17,23047369,451548866356
2009-05-12-18,23033082,446559078653
2009-05-12-19,23308699,447308847823
2009-05-12-20,22034382,418103456739
2009-05-12-21,21303836,394181563725
2009-05-12-22,19080056,362998086568
2009-05-12-23,16556697,318373257516
2009-05-13-00,15711005,309317391124
2009-05-13-01,15231133,311463520788
2009-05-13-02,15099432,311085828968
2009-05-13-03,15149210,311862549476
2009-05-13-04,14213474,300060888712
2009-05-13-05,12896113,270720086786
2009-05-13-06,12501674,265896279594
2009-05-13-07,13472636,290462392001
2009-05-13-08,14651181,315748117113
2009-05-13-09,15624857,344841745202
2009-05-13-10,15879942,345902952811
2009-05-13-11,15934066,346343991475
2009-05-13-12,17604645,375695317192
2009-05-13-13,20096378,425970517692
2009-05-13-14,22311194,472891369088
2009-05-13-15,23418804,479131244074
2009-05-13-16,23221703,460867801780
2009-05-13-17,22504174,439296723488
2009-05-13-18,22492606,434576080843
2009-05-13-19,22545101,435165924213
2009-05-13-20,22379036,420900490400
2009-05-13-21,21246990,397090014701
2009-05-13-22,19103380,358149314620
2009-05-13-23,16873778,318600279287
2009-05-14-00,15643490,308627998608
2009-05-14-01,15247442,308622480257
2009-05-14-02,15007264,311957403256
2009-05-14-03,14555535,305543504798
2009-05-14-04,13532453,294399095504
2009-05-14-05,12361373,265928806592
2009-05-14-06,12042964,260113563612
2009-05-14-07,13066434,287021051877
2009-05-14-08,14725954,314883885835
2009-05-14-09,15426984,343797276668
2009-05-14-10,15767078,344518486900
2009-05-14-11,15835912,344603682858
2009-05-14-12,17311464,370745411779
2009-05-14-13,19679843,422448513574
2009-05-14-14,21698277,462593240245
2009-05-14-15,22553442,464820012738
2009-05-14-16,21578308,431936420025
2009-05-14-17,22193164,436808335797
2009-05-14-18,22351312,437184515107
2009-05-14-19,22239523,427832568782
2009-05-14-20,21889310,412883700557
2009-05-14-21,20860051,392457372393
2009-05-14-22,18566370,348907275539
2009-05-14-23,16204948,308020554867
2009-05-15-00,15217962,298540392925
2009-05-15-01,14865603,297869628543
2009-05-15-02,14492760,296035104001
2009-05-15-03,14314441,299653003523
2009-05-15-04,13393990,285085450670
2009-05-15-05,11677315,253254341419
2009-05-15-06,11362883,248635349837
2009-05-15-07,12830170,276264721062
2009-05-15-08,14091218,303050207747
2009-05-15-09,14950463,328116972104
2009-05-15-10,15074931,327846715236
2009-05-15-11,15007159,322585723473
2009-05-15-12,16117344,342037195962
2009-05-15-13,18057107,381695209332
2009-05-15-14,19854479,419328551634
2009-05-15-15,20665493,423736897382
2009-05-15-16,20493734,407485216125
2009-05-15-17,19761685,385513587005
2009-05-15-18,19630402,385197461404
2009-05-15-19,18997377,367942487088
2009-05-15-20,18984719,361704637014
2009-05-15-21,18106071,338417613626
2009-05-15-22,16280515,298459418622
2009-05-15-23,14229960,258491076103
2009-05-16-00,12854614,235881761113
2009-05-16-01,12166114,225821032439
2009-05-16-02,12125829,227413237195
2009-05-16-03,12078178,230969956812
2009-05-16-04,11521369,221285527657
2009-05-16-05,10568202,207879466866
2009-05-16-06,10264209,202114627401
2009-05-16-07,10219536,200060683387
2009-05-16-08,11375699,212386957484
2009-05-16-09,12307118,225569041408
2009-05-16-10,13215689,237216747467
2009-05-16-11,13513503,239979891911
2009-05-16-12,14229892,253381485035
2009-05-16-13,15626964,276344534929
2009-05-16-14,16786476,297356388611
2009-05-16-15,18001801,318725951037
2009-05-16-16,18604184,327567458019
2009-05-16-17,18558664,326032788281
2009-05-16-18,18302053,324415017551
2009-05-16-19,17755449,315270563072
2009-05-16-20,17645031,314479858805
2009-05-16-21,17441579,308764707220
2009-05-16-22,15999097,285986433924
2009-05-16-23,15312384,278635830323
2009-05-17-00,14320976,260511960099
2009-05-17-01,13201968,245566625070
2009-05-17-02,13136156,246431429759
2009-05-17-03,13090679,247800638504
2009-05-17-04,12590720,239772550598
2009-05-17-05,11446592,224072643740
2009-05-17-06,11086642,215888464309
2009-05-17-07,10957225,213350508274
2009-05-17-08,12602946,228085336476
2009-05-17-09,13461215,245751605439
2009-05-17-10,14728987,260858631123
2009-05-17-11,15591966,274328367966
2009-05-17-12,16376770,288251902459
2009-05-17-13,17421001,305425113054
2009-05-17-14,18857697,331000142696
2009-05-17-15,19855363,348207672536
2009-05-17-16,20330722,356902412635
2009-05-17-17,20666710,361324283780
2009-05-17-18,21019405,365865301394
2009-05-17-19,21088734,367814502625
2009-05-17-20,21065088,368561519622
2009-05-17-21,20136325,353872688429
2009-05-17-22,18501301,331350881344
2009-05-17-23,16649141,304607567421
2009-05-18-00,15846210,302665321783
2009-05-18-01,15351409,304070948202
2009-05-18-02,15517487,314410414794
2009-05-18-03,15310504,316218747357
2009-05-18-04,14268619,301380661318
2009-05-18-05,12789745,276407645537
2009-05-18-06,12273979,267648053943
2009-05-18-07,13646909,296275234804
2009-05-18-08,14987622,323478149296
2009-05-18-09,15882110,355421923397
2009-05-18-10,16297341,358029142643
2009-05-18-11,16513970,361197873640
2009-05-18-12,17850544,385653451681
2009-05-18-13,20279860,435577437889
2009-05-18-14,22369839,474781680329
2009-05-18-15,23365255,481616906633
2009-05-18-16,23264564,467954086305
2009-05-18-17,22797861,446065009545
2009-05-18-18,22887881,442793792349
2009-05-18-19,23343165,447924806505
2009-05-18-20,23226550,434920510001
2009-05-18-21,22180493,416325784960
2009-05-18-22,19970807,379966880062
2009-05-18-23,17532645,333154320351
2009-05-19-00,16493571,322884784351
2009-05-19-01,15974382,320669180922
2009-05-19-02,15844111,323434447938
2009-05-19-03,15445262,319023128973
2009-05-19-04,14143553,304777685439
2009-05-19-05,12674788,274184672469
2009-05-19-06,12306079,267935894383
2009-05-19-07,12912576,289189941476
2009-05-19-08,14208221,317330527703
2009-05-19-09,15441753,348943227587
2009-05-19-10,16257362,352041184401
2009-05-19-11,16235987,354024043632
2009-05-19-12,17553331,380921097828
2009-05-19-13,19899364,426067563006
